0,1
Datasets/LJSpeech-1.1/wavs/LJ049-0061.wav,"no responsibility rests upon those agents near the president for the identification or arrest of any assassin or an attacker.,,,,,,,,,,,,,,,,,,,"
Datasets/LJSpeech-1.1/wavs/LJ049-0059.wav,"agents are instructed that it is not their responsibility to investigate or evaluate a present danger,,,,,,,,,,,,,,,,,,"
Datasets/LJSpeech-1.1/wavs/LJ049-0096.wav,"there have been a number of efforts to make assassination a federal crime, particularly after the assassination of president mckinley,,,,,,,,,,,,,,,,,"
Datasets/LJSpeech-1.1/wavs/LJ050-0070.wav,"the fbi now transmits information on all defectors, a category which would, of course, have included oswald.,,,,,,,,,,,,,"
Datasets/LJSpeech-1.1/wavs/LJ049-0227.wav,"without, therefore, coming to final conclusions respecting the long-range organization of the president's security,,,,,,,,,,,,,,"
Datasets/LJSpeech-1.1/wavs/LJ001-0144.wav,"the words may be set much closer together, without loss of clearness.,,,,,,,,,,,,,,,,,"
Datasets/LJSpeech-1.1/wavs/myvoice10.wav,"keyboard,,,,,,,,,,,,,,,,,,,"
Datasets/LJSpeech-1.1/wavs/LJ050-0099.wav,"it is apparent that a good deal of further consideration and experimentation will be required before adequate criteria can be framed.,,,,,,,,,,,,,,,,,,,"
Datasets/LJSpeech-1.1/wavs/LJ049-0076.wav,"the commission's review of the provisions for presidential protection at the time of president kennedy's trip to dallas demonstrates the need for substantial improvements.,,,,,,,,,,,,,,,,,,,"
Datasets/LJSpeech-1.1/wavs/myvoice30.wav,"my favourite football team is manchester united,,,,,,,,,,,,,,,,,,,"
Datasets/LJSpeech-1.1/wavs/LJ049-0215.wav,"the protection of the president is in a real sense a government-wide responsibility which must necessarily assumed by the department of state,,,,,,,,,,,,,,,,,,"
Datasets/LJSpeech-1.1/wavs/LJ049-0174.wav,"to notify the secret service of the substantial information about lee harvey oswald which the fbi had accumulated,,,,,,,,,,,,,,,,,,,"
Datasets/LJSpeech-1.1/wavs/LJ050-0088.wav,"to further the intention to satisfy a grievance by unlawful means.,,,,,,,,,,,,,,,,,,,"
Datasets/LJSpeech-1.1/wavs/LJ048-0153.wav,"while on the overpass overlooking the assassination scene railroad and yard terminal workmen were permitted to remain under police supervision,,,,,,,,,,,,,,,,,,"
Datasets/LJSpeech-1.1/wavs/LJ001-0092.wav,"the chiswick press in eighteen forty-four revived caslon's founts, printing for messrs. longman the diary of lady willoughby.,,,,,,,,,,,,,,,,,"
Datasets/LJSpeech-1.1/wavs/LJ049-0183.wav,"regarding such threats and that its protective research section is not adequately staffed or equipped,,,,,,,,,,,,,,,,,,,"
Datasets/LJSpeech-1.1/wavs/LJ050-0069.wav,"the secret service had received from the fbi some nine thousand reports on members of the communist party.,,,,,,,,,,,,,,,,,,"
Datasets/LJSpeech-1.1/wavs/myvoice15.wav,"can you show me the way to the library,,,,,,,,,,,,,,,,,,,"
Datasets/LJSpeech-1.1/wavs/myvoice18.wav,"computer increase light,,,,,,,,,,,,,,,,,,,"
Datasets/LJSpeech-1.1/wavs/LJ049-0222.wav,"pending any such determination, however, this commission is convinced of the necessity of better coordination,,,,,,,,,,,,,,,"
Datasets/LJSpeech-1.1/wavs/LJ048-0135.wav,"liaison with local law enforcement authorities.,,,,,,,,,,,,,,,,,,,"
Datasets/LJSpeech-1.1/wavs/LJ048-0143.wav,"the secret service did not at the time of the assassination have any established procedure governing its relationships with them.,,,,,,,,,,,,,,,,,,,"
Datasets/LJSpeech-1.1/wavs/LJ001-0012.wav,"especially as no more time is occupied, or cost incurred, in casting, setting, or printing beautiful letters,,,,,,,,,,,"
Datasets/LJSpeech-1.1/wavs/LJ050-0095.wav,"the u.s. government has no charges or complaints against me.,,,,,,,,,,,,,,,,,,,"
Datasets/LJSpeech-1.1/wavs/LJ050-0079.wav,"guidelines for an experimental program to develop more detailed criteria.,,,,,,,,,,,,,,,,,,,"
Datasets/LJSpeech-1.1/wavs/LJ049-0168.wav,"as discussed above, the bureau has attempted to meet its responsibilities in this field by spelling out in its handbook,,,,,,,,,,,,,,,,,"
Datasets/LJSpeech-1.1/wavs/LJ049-0108.wav,"in addition, the restriction would probably eliminate a need for the requirement which has been urged as necessary for the exercise of federal power,,,,,,,,,,,,,,,,"
Datasets/LJSpeech-1.1/wavs/LJ049-0071.wav,"if the advance preparation is thorough, and the protective devices and techniques employed are sound,,,,,,,,,,,,,,,,"
Datasets/LJSpeech-1.1/wavs/LJ049-0176.wav,"on the other hand, the secret service had no knowledge whatever of oswald, his background, or his employment at the book depository,,,,,,,,,,,,"
Datasets/LJSpeech-1.1/wavs/LJ048-0179.wav,"of the texas school book depository building or those employed there prior to the time the president was shot. end quote.,,,,,,,,,,,,,,,,,,,"
Datasets/LJSpeech-1.1/wavs/LJ049-0115.wav,"of the person who is actually in the exercise of the executive power, or,,,,,,,,,,,,,,,,,"
Datasets/LJSpeech-1.1/wavs/LJ001-0054.wav,"jenson, however, had many contemporaries who used beautiful type,,,,,,,,,,,,,,"
Datasets/LJSpeech-1.1/wavs/myvoice37.wav,"tab,,,,,,,,,,,,,,,,,,,"
Datasets/LJSpeech-1.1/wavs/LJ001-0149.wav,"from the time when books first took their present shape till the end of the sixteenth century, or indeed later,,,,,,,,,,,,,,,,"
Datasets/LJSpeech-1.1/wavs/LJ001-0127.wav,"the modern letters are narrowed by a third or thereabout; but while this gain of space very much hampers the possibility of beauty of design,,,,,,,,,,,,,,,,,,"
Datasets/LJSpeech-1.1/wavs/LJ049-0204.wav,"while in accordance with its mandate,,,,,,,,,,,,,,,,,,,"
Datasets/LJSpeech-1.1/wavs/myvoice14.wav,"hello how are you today,,,,,,,,,,,,,,,,,,,"
Datasets/LJSpeech-1.1/wavs/LJ001-0093.wav,"this experiment was so far successful that about eighteen fifty messrs. miller and richard of edinburgh,,,,,,,,,,,,,,,,,,,"
Datasets/LJSpeech-1.1/wavs/LJ049-0207.wav,"that it was not within the commission's responsibility to make specific recommendations as to the long-range organization of the president's protection,,,,,,,,,,,,,,,,,,"
Datasets/LJSpeech-1.1/wavs/LJ001-0042.wav,"and though more roman than that, yet scarcely more like the complete roman type of the earliest printers of rome."
Datasets/LJSpeech-1.1/wavs/LJ001-0091.wav,"so far as fine printing is concerned, though paper did not get to its worst till about eighteen forty.,,,,,,,,,,,,,,,,,"
Datasets/LJSpeech-1.1/wavs/LJ050-0081.wav,"the new tentative criteria are useful in making clear that,,,,,,,,,,,,,,,,,,,"
Datasets/LJSpeech-1.1/wavs/LJ001-0040.wav,"and is very simple and legible, and unaffectedly designed for use; but it is by no means without beauty."
Datasets/LJSpeech-1.1/wavs/LJ049-0126.wav,"committee of cabinet officers. as our government has become more complex,,,,,,,,,,,,,,,,,,"
Datasets/LJSpeech-1.1/wavs/LJ001-0114.wav,"an ugly pear-shaped swelling defacing the form of the letter:,,,,,,,,,,,,,,,,,,,"
Datasets/LJSpeech-1.1/wavs/LJ001-0051.wav,"and paying great attention to the """"press work"""" or actual process of printing"",,,,,,,,,,,,,,"
Datasets/LJSpeech-1.1/wavs/LJ050-0114.wav,"and the respective responsibilities for any further investigation that may be required.,,,,,,,,,,,,,,,,,,,"
Datasets/LJSpeech-1.1/wavs/LJ048-0137.wav,"there have been references to the numerous discussions between secret service representatives and the dallas police department.,,,,,,,,,,,,,,,,,,,"
Datasets/LJSpeech-1.1/wavs/LJ050-0116.wav,"which carry the major responsibility for supplying information about potential threats,,,,,,,,,,,,,,,,,,"
Datasets/LJSpeech-1.1/wavs/LJ001-0030.wav,"a very few years saw the birth of roman character not only in italy, but in germany and france."
Datasets/LJSpeech-1.1/wavs/LJ050-0075.wav,"the commission shares this concern.,,,,,,,,,,,,,,,,,,,"
Datasets/LJSpeech-1.1/wavs/LJ001-0037.wav,and the next year gunther zeiner at augsburg followed suit;
Datasets/LJSpeech-1.1/wavs/LJ001-0010.wav,"now, as all books not primarily intended as picture-books consist principally of types composed to form letterpress,,,,,,,,,,,,,,,,"
Datasets/LJSpeech-1.1/wavs/LJ049-0150.wav,"a cabinet-level committee which is actively concerned with these problems would be able to discuss these matters more effectively with the president.,,,,,,,,,,,,,,,,,,,"
Datasets/LJSpeech-1.1/wavs/LJ049-0098.wav,"in nineteen oh two bills passed both houses of congress but failed of enactment when the senate refused to accept the conference report.,,,,,,,,,,,,,,,,,,,"
Datasets/LJSpeech-1.1/wavs/LJ001-0005.wav,"the invention of movable metal letters in the middle of the fifteenth century may justly be considered as the invention of the art of printing.,,,,,,,,,,,,,,,,,,,"
Datasets/LJSpeech-1.1/wavs/LJ050-0087.wav,"propensity toward violent action, or some similar characteristic, coupled with some evaluation of the capability of the individual or group,,,,,,,,,,,,,,,"
Datasets/LJSpeech-1.1/wavs/LJ001-0057.wav,"parma, and one or two other cities, who produced the splendid editions of the classics, which are one of the great glories of the printer's art,,,,,,,,,,,,"
Datasets/LJSpeech-1.1/wavs/LJ048-0178.wav,"in accordance with its regular procedures, no survey or other check was made by the secret service, or by any other law enforcement agency at its request,,,,,,,,,,,,,,"
Datasets/LJSpeech-1.1/wavs/LJ049-0113.wav,"this point was ably made in the nineteen oh two debate by senator george f. hoar, the sponsor of the senate bill, quote,,,,,,,,,,,,,,"
Datasets/LJSpeech-1.1/wavs/LJ001-0006.wav,"and it is worth mention in passing that, as an example of fine typography,,,,,,,,,,,,,,,,"
Datasets/LJSpeech-1.1/wavs/LJ049-0067.wav,"the radio net in use in motorcades is elaborate and permits a number of different means of communication with various local points.,,,,,,,,,,,,,,,,,,,"
Datasets/LJSpeech-1.1/wavs/LJ001-0055.wav,"some of which -- as, e.g., that of jacobus rubeus or jacques le rouge -- is scarcely distinguishable from his.,,,,,,,,,,,,,,,"
Datasets/LJSpeech-1.1/wavs/LJ048-0177.wav,"that such a procedure would not be consistent with the nature and purpose of the motorcade to let the people see their president and to welcome him to their city.,,,,,,,,,,,,,,,,,,,"
Datasets/LJSpeech-1.1/wavs/LJ001-0064.wav,"many of whose types, indeed, like that of the subiaco works, are of a transitional character.,,,,,,,,,,,,,"
Datasets/LJSpeech-1.1/wavs/myvoice31.wav,"in my free time i like to play the playstation,,,,,,,,,,,,,,,,,,,"
Datasets/LJSpeech-1.1/wavs/LJ049-0130.wav,"the secret service must rely in large part,,,,,,,,,,,,,,,,,,,"
Datasets/LJSpeech-1.1/wavs/LJ001-0126.wav,"most of jenson's letters are designed within a square,,,,,,,,,,,,,,,,,,"
Datasets/LJSpeech-1.1/wavs/LJ049-0206.wav,"and while it has arrived at certain conclusions in respect thereto, it seems clear,,,,,,,,,,,,,,,,,"
Datasets/LJSpeech-1.1/wavs/LJ048-0170.wav,"while certain streets thought to be too narrow could be avoided and other choices made,,,,,,,,,,,,,,,,,,"
Datasets/LJSpeech-1.1/wavs/LJ001-0100.wav,"and these somewhat wiry letters are suitable for the machine process, which would not do justice to letters of more generous design.,,,,,,,,,,,,,,,,,"
